"ID","propertyCode","propertyName","propertyAddress","propertyCity","propertyState","propertyZip","propertyPhone","propertyFax","propertyEmail","propertyImage","propertyURL","propertyStatus","propertyPriceRange","propertyUnitType","propertySpecial","propertyMercial","propertyDescription","propertyHours","propertyPetPolicy","propertyDirections","propertyTheme","validation"
136,"204FGA","Falcon Glen","4225 E University Dr","Mesa","AZ","85205","(480)830-8795","(480)830-7472","falconglen@amcllc.net","falconglen.jpg","http://www.falconglenapartments.com","Active","$525-$675","1-2 Bedroom Townhomes","$299 MOVE IN ","","<p>CHOOSE ONE OF OUR OVERSIZED APARTMENT HOMES AT AN UNDERSIZED PRICE. At Falcon Glen, you&rsquo;ll be impressed with our unique floorplans that offer convenience and spaciousness. For the size and price, there&rsquo;s no comparison. Located on twenty-five acres, our open grounds give you room to breathe. Best of all, our management team is going to provide the prompt service and attention to detail that you deserve.</p><p>LARGE Pets Welcomed!</p><p>NOW ACCEPTING DEBIT/CREDIT CARDS!</p>","Mon-Fri 9:00 to 6:00<br />Saturday 10:00 to 5:00<br />Sunday 12:00 to 4:00 ","<p>Weight Restriction: None&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Breed Restriction:&nbsp;Aggressive &nbsp;</p>","<p>From Superstition Freeway, go north on Greenfield Road. Turn left on University, and we&rsquo;re just ahead on the left side of the road.</p><p>From Loop 202 Freeway, go south on Greenfield Road. Turn right on University, and we&#39;re just ahead on the right side of the road.</p>","Tan_Theme.css",""
137,"77LAK","Miller Estates","4929 S Lakepines Dr","Murray","UT","84107","(801)262-4322","(801)263-0488","millerestates@amcllc.net","lakepines.jpg","http://www.millerestatesapts.com","Active","$639-$839","1-2 Bedroom","","","NESTLED AMONG THE 200 YEAR OLD TREES, full grown shrubs and bushes you will find one of Utah&rsquo;s most unique apartment communities. Miller Estates&nbsp;is one of the most desirable locations around. Located close to major roads and freeways leading to and from the downtown area. Lake Pines is also located near shopping malls, grocery stores, schools, and restaurants. The residents can relax by strolling the winding sidewalks, taking a swim, playing a game of basketball, or just meeting with friends for a BBQ in the picnic area. What more can we say... &quot;Welcome Home!&quot;","Mon-Fri 9:00 to 6:00<br />Saturday 10:00 to 4:00","<p>Call for Pet Policy</p>","From I-15, exit 4500 South eastbound. Follow to 700 East; turn right. 700 East will turn into Van Winkle Expressway. Stay in the right lane and look for our monument sign, turn right (4800 South). Follow uphill to our driveway, turn left, follow signs.","Tan_Theme.css",""
143,"28TRA","Tracy Apartments","3598 S 4200 W","West Valley City","UT","84120","(801)964-5981","(801)966-5459","aspenwood@amcllc.net.com","tracyapartments.jpg","http://www.tracyapts.com","Active","$715-$820","2 Bedroom 1 Bath","Remodeled Apartments Available!","","Tracy Apartments, A Su Casa Community offers beautifully remodeled two bedroom one bathroom apartments tucked in a quiet residential area. Living at Tracy Apartments, you will enjoy the pleasing landscaping and unsurpassed convenience to shopping, dining and Bangerter Highway. Come visit today. You won&rsquo;t be disappointed. Don&rsquo;t forget to ask about our move-in specials!","<p>Monday-Friday 9am to 6pm</p><p>Saturday 10am to 4pm</p><p>&nbsp;</p>","Pets&nbsp;welcome up to 30 pounds with a $300.00 pet deposit and $30 per month. ","From Redwood Road turn West on 3500 South. Go down to 4200 West and turn right. Make a quick right on Rockwood Way (3390 South). You will see our signs on the left hand side.","Tan_Theme.css",""
148,"124MCR","Villages at Coronado","1769 Coronado Parkway","Thornton","CO","80229","(303)287-5531","(303)287-1282","mountaincrest@amcllc.net","mountaincrest.jpg","http://www.mountaincrestapts.com","Active","$510-$635","Studio 1-2 Bedrooms","Specials!!!!! $299MOVES YOU IN SPECIAL!!!!!!!!","","&quot;New&nbsp;Remodeled Units are Available,...The Property Has A Brand New Look, New Management, Owners,and New Name...Located Across From Rotella Park...&quot; We have one and two bedrooms on the community. Balconies are available on all 3rd floor apartment homes. We have 3 outdoor pools&nbsp;,large grassey areas,&nbsp;Soccer field and New Playground on the east side of our community. Coming Soon New Fitness and Bussiness Center and a new Dog Run for you&nbsp;pet loves .Stop by and check out the new look. ","Monday-Friday: 9:00am to 6:00pm<br />Saturday: 9:00am to 5:00pm<br />Sunday: 11:00am to 4:00pm","Cats &amp; Dogs OK<br />Call for service animal policy","Take I-25 to 84th. Go east on 84th to Washington. Take a right on Washington and follow to Coronado. Take a left at Coronado and follow to Mountain Crest, we are on the left. ","Tan_Theme.css",""
150,"127SBK","Sage Brook","7201 Leetsdale Dr","Denver","CO","80224","(303)321-2919","(303)321-2848","sagebrook@amcllc.net","sagebrook.jpg","http://www.sagebrookapts.com","Active","$450 to $600","1-2 Bedrooms","Look and Lease $200/ $250 off June 09","","&quot;Brand New Apartments...Convenient to Dowtown, Neighborhood Shopping Centers...Fitness Center, Sparkling Pool...&quot; As a resident of Sage Brook is &quot;Pursuing Perfection&quot; In providing you with the finest residential management experience available today. Discover location, style and great prices. Sage Brook is completely remodeled and all of the apartments are like new! Sage Brook is designed exclusively for those who expect more from their home. ","<p>Mon&nbsp;- Fri 9-6,&nbsp;Sat. 10-5 and Sun. 12-5</p>","We accept cats and dogs*&nbsp; Breed restrictions apply.&nbsp; Call for details.&nbsp;&nbsp; Pet Deposit is $300 /$100 is&nbsp;refundable. ","<p>We are at the corner of Leetsdale Dr.&nbsp;and Quebec St. right across from Shopping Center</p>","Sage_Theme.css",""
153,"126SKY","Skyline View","456 S Ironton Street","Aurora","CO","80012","(303)364-0072","(303)364-0948","skylineview@amcllc.net","skylineview.jpg","http://www.skylineviewamc.com","Active","$525-$935","1-3 Bedrooms","Call about our look and lease special!","","Beautiful newly renovated 1, 2 and 3 bedroom apartment homes. We require only a $175.00 deposit to move in and&nbsp;$35 per&nbsp;person over the age of 18 to&nbsp;apply. Located just minutes from shopping and recreation, Skyline View is sure to be a perfect new home for you.&nbsp; Call and schedule&nbsp;an appointment with our friendly staff today!","Mon-Fri 9am-6pm<br />Sat 10am-5pm<br />Sun 12pm-5pm ","Under 60 pounds. $250.00 non-refundable pet fee and $25.00 a month for pet rent per animal.","<p>We are conveniently located one block east of Havana on&nbsp;South Ironton Street.&nbsp;&nbsp;(major cross streets are Havana and Alameda)</p>","Tan_Theme.css",""
154,"128SST","Sommerset Gardens","14304 E Tennessee Ave","Aurora","CO","80012","(303)337-5301","(303)337-7002","sommersetgardens@amcllc.net","sommersetgardens.jpg","http://www.sommersetgardensapts.com","Active","$549-$699","1-2 Bedrooms","$99.00 MOVES YOU IN","","Sommerset Gardens Apartment homes is contemporary living at its finest. Conveniently located in the Aurora area, Sommerset Gardens is only minutes from a variety of restaurants, licensed childcare centers, major shopping malls, and other facilities, to meet your daily needs. Situated within this park-like setting are four different floorplans to choose from, with each home being a corner unit. Come home to quiet, carefree living...at Sommerset Gardens Apartments. ","Monday-Friday: 9:00am to 6:00pm<br />Saturday: 10:00am to 5:00pm<br />Sunday: 12:00 pm&nbsp;to 4:00pm ","Cats &amp; Dogs OK<br />Call for service animal policy ","From I-225, exit onto Mississippi Ave. and go to Sable Blvd. Make a left on Sable and we are on your left.","Tan_Theme.css",""
180,"407GRA","Granada Villas","43230 Gadsden Ave","Lancaster","CA","93534","(661)723-3500","(661)723-9668","granadavillas@amcllc.net","granadavillas.jpg","http://www.granadavillasapts.com  ","Active","$825-$1,300","1-3 Bedrooms","1 Month Free!! Upfront or over 12 Months!!","","Under Renovations 1, 2 and 3 Bedroom Apartments...New Appliances...Many Amenities... EXCITING CHANGES ARE TAKING PLACE! Granada Villas is currently undergoing major changes as we renovate the entire community-inside and out. We offer a controlled entry system in a resort-like community. Enjoy our basketball and game courts and two glistening pools and spas. Each renovated apartment has all new appliances. Please stop by today, we&rsquo;ll be happy to show you around and answer your questions about Granada Villas.","Monday-Friday: 9:00am to 6:00pm Saturday: 9:00am to 6:00pm Sunday: 11:00am to 5:00pm ","Cats &amp; Dogs OK Call for service animal policy","Check Website for Directions ","Blue_Theme.css",""
184,"603FPL","Foothill Place","2260 Foothill Drive ","Salt Lake City","UT","84109","(801)486-3574","(801)461-4222","foothillplace@amcllc.net","foothillplace.jpg","http://www.foothillplaceapts.com","Active","$809-$969","1-2 Bedrooms","","","Foothill Place in Salt Lake City, Utah offers a variety of floor plans and amenities that meet a wide range of tastes and needs. The apartment amenities range from Air Conditioning, Cable or Satellite, Carpet, Club House, Dishwasher, Garbage Disposal, Hardwood Floor, Housing Vouchers Welcome, Laundry Facility, Military, Patio or Balcony, Pets Allowed, Pool, Public Transportation, Sauna, Spa, and Window Covering and more! ","Mon-Fri 9a.m-6p.m
Sat 10a.m-5p.m","WE LOVE PETS!! NO WEIGHT LIMIT!! *Allow up to two pets per apartment *$300, fully refundable pet deposit and $20 pet rent per pet. Pit Bulls, Bull Terriers, American Staffordshire Terriers, Rottweilers, German Shepherds, Dobermans, Chows, Presa Canarios, Akitas, Wolf Hybrids and Huskies are restricted. Please call for more details.","From 1-15 take 1-80 east bound, get off at the Foothill exit. Go North to the first light & make a left at Stringham Ave. Once you have entered the community take 2nd right to leasing office.

","Tan_Theme.css",""
124,"202PEN","Penny Lane","544 E Southern Ave","Mesa","AZ","85204","(480)962-6797","(480)668-9750","pennylane@amcllc.net","pennylane.jpg","http://www.pennylaneapts.com","Active","$585 $685","1-2 Bedrooms","   $308.00 Washer & Dryer !!!!!!!!  ","","Welcome to Penny Lane Apartments, where quality and comfort meet. Enjoy such amenities as our club house, fitness center and sparkling swimming pool. Our on-site management will meet your needs in a friendly and efficient manner. Let Penny Lane Apartments be your new home. Washer and Dryer in every apartment.","M-F: 9:00 AM - 6:00 PM <br />Sat: 10:00 AM - 5:00 PM <br />Sun:12:00 AM - 4:00 PM","Pet Restrictions: $300.00 fee. Deposit Waived. 40 pound weight limit.","From Hwy. 60: exit Mesa Drive north. Turn east on Southern Avenue to Penny Lane.","Tan_Theme.css",""
126,"120RGA","River Glenn","2736 Raintree Drive","Fort Collins","CO","80526","(970)226-4980","(970)226-4667","riverglenn@amcllc.net","riverglenn.jpg","http://www.riverglennapts.com","Active","","1-2 Bedrooms","","","Welcome to River Glenn Apartments, a wonderful apartment community with everything you&rsquo;re looking for. Unwind at the swimming pool or take advantage of the outdoor hot tub. At River Glenn, you&rsquo;re close to transportation, shopping, and entertainment. With a wide variety of apartment layouts to choose from, there&rsquo;s a perfect home for you at River Glenn Apartments. ","M-F: 9:00 AM - 7:00 PM <br />Sat: 10:00 AM - 5:00 PM <br />Sun: Closed ","Pets Allowed: Cats and Small Dogs ","Please call the leasing office of River Glenn Apartments for directions.","Sage_Theme.css",""
129,"86PHR","Pheasant Run","2101 N Evergreen Street","Chandler","AZ","85225","(480)899-8686","(480)814-9651","pheasantrun@amcllc.net","pheasantrun.jpg","http://www.pheasantrunamc.com","Active","$509 to $699","1-2 Bedrooms","Reduced rents","","<p>Pheasant Run is a quaint and cozy community nestled under a canopy of mature landscaping&nbsp;that sets along a beautiful tree lined street. Practical floor plans, vaulted ceilings, and sunken living rooms&nbsp;make your living experience unique. &nbsp;Walking distance from shopping and&nbsp;a sincere and friendly staff makes us a perfect place to call home. &nbsp;Stop by and visit with us and see why we are making you feel right at home.</p><p>&nbsp;</p>","Monday-Friday 9-6 <br />Saturday 10-5 <br />Sunday 1-5","<p>We take large dogs! Breed restrictions may apply. Up to 2 pets per apartment. $20.00 per month pet rent.</p>","<p>Located&nbsp;between Alma School and Arizona on Warner Road. We are on the corner of Evergreen and Warner.</p><p>&nbsp;</p>","Blue_Theme.css",""
146,"19LEM","Holladay on Ninth","4418 Lemans Drive","Salt Lake City","UT","84124","(801)263-0689","(801)263-0187","holladayonninth@amcllc.net","lemans.jpg","http://www.holladayonninthapts.com/","Active","$640-$800","1-2 Bedrooms","Our Remodeled Apartments Can’t Be Beat!","","DISCOVER HOLLADAY ON NINTH APARTMENTS, WHERE EVERY DAY IS A HOLIDAY!&nbsp; &nbsp;Holladay east side location at an affordable price.&nbsp; Watch for exciting upgrades on the outside and on the inside.&nbsp;&nbsp;Stop by today and choose your new home!","Tue-Fri 9:00 to 5:00 <br />Saturday 10:00 to 2:00 ","<p>We welcome your pets with just a $300 pet deposit and $35 monthly pet rent.</p>","From 700 East, head east on 4500 South. Travel through 900 East. Our entrance is just ahead on your left. From I-15, exit at 4500 South. Drive east to 945 East, turn left into our entrance. Continue about 1/4 of a block; our office is just ahead on your left. ","Blue_Theme.css",""
149,"83MTV","Alpine Meadows","3870 E 8th Street","Casper","WY","82609","(307)265-0048","(307)265-0048","alpinemeadows@amcllc.net","alpinemeadows.jpg","http://www.alpinemeadowsapts.com/","Active","$620-$820","1-2 Bedrooms","Rent Starting as low as $620/month","","Welcome to Alpine Meadows Apartments, a beautiful place to live. Our property features lush landscaping in a quiet, peaceful environment. You will enjoy the spacious apartments and wonderful neighbors. This community is professionally managed with excellent management and maintenance staff. Call our leasing office today for more information on your new home at Alpine Meadows Apartments","<p>Monday - Friday: 10:00 AM - 6:00 PM <br />Saturday: 1 PM - 4 PM </p>","<p>Pets Allowed: Cats and small/medium Dogs 40#<br />Pet Restrictions: $400.00 deposit, with $100.00 refundable at move out if in satisfactory condition. $20.00 per month  Per pet 2 pets max.</p>","From I-25: Take Exit 185 south to Wyoming Boulevard to 2nd Street to Walsh Drive. Turn south on Walsh and then east on 8th. Alpine Meadows Apartments is located on the left side of street at building B.","Blue_Theme.css",""
152,"205SEN","Sendero Ridge","945 W Broadway Rd","Mesa","AZ","85210","(480)844-0697","(480)844-9958","senderoridge@amcllc.net","senderoridge.jpg","http://www.senderoridgeapts.net","Active","$460.00-$725.00","1-2 Bedrooms","**DISCOUNTED RENTS ** &  FREE RENT !!!","","Sendero Ridge On Broadway offers real-time availability of our apartment homes. See our spacious floor plans and view photos of the apartment interiors. Come see what living in Mesa, Arizona has to offer! You&rsquo;ll find one bedroom apartments for rent from $460.00 and two bedroom apartments for rent from $610.00","M-F 9-6<br />Sat 10-5 Sun&nbsp;11-4 ","Call for Pet Policy!","From US 60 exit north on Alma School Rd., continue to Broadway and turn east (right). We are just ahead on the south (right) side. From Loop 101 exit east on Broadway. We are located just ahead past Alma School Rd on the south (right) side.","Tan_Theme.css",""
